x,y
4.8761686746987944,12.3659718875502
5.612216867469879,13.041963855421686
6.348265060240964,13.717955823293172
7.0843132530120485,14.39394779116466
8.556409638554218,15.745931726907632
9.2924578313253,16.421923694779117
10.028506024096385,17.097915662650603
10.76455421686747,17.77390763052209
12.23665060240964,19.12589156626506
12.972698795180722,19.801883534136547
13.708746987951809,20.477875502008033
14.444795180722892,21.15386746987952
15.916891566265061,22.50585140562249
16.652939759036144,23.181843373493976
17.38898795180723,23.857835341365462
18.125036144578313,24.533827309236948
19.597132530120483,25.88581124497992
20.333180722891566,26.561803212851405
21.069228915662652,27.23779518072289
21.805277108433735,27.913787148594377
23.277373493975904,29.26577108433735
24.013421686746987,29.941763052208834
24.749469879518074,30.61775502008032
25.485518072289157,31.293746987951806
26.957614457831326,32.645730923694785
27.693662650602413,33.32172289156627
28.429710843373496,33.99771485943775
29.901807228915665,35.34969879518073
30.637855421686748,36.02569076305221
31.373903614457834,36.70168273092369
32.10995180722892,37.37767469879518
33.58204819277108,38.729658634538154
34.31809638554217,39.40565060240964
35.05414457831325,40.081642570281126
35.790192771084335,40.757634538152615
37.2622891566265,42.10961847389558
37.99833734939759,42.78561044176707
38.734385542168674,43.46160240963856
39.47043373493976,44.13759437751004
40.942530120481926,45.48957831325301
41.67857831325301,46.1655702811245
42.41462650602409,46.841562248995984
43.15067469879518,47.517554216867474
44.622771084337344,48.869538152610446
45.35881927710843,49.54553012048193
46.09486746987952,50.22152208835342
46.830915662650604,50.8975140562249
48.30301204819277,52.24949799196787
49.039060240963856,52.92548995983936
49.775108433734935,53.60148192771084
50.51115662650602,54.27747389558233
51.98325301204819,55.629457831325304
52.719301204819274,56.305449799196786
53.45534939759036,56.981441767068276
54.92744578313253,58.33342570281125
55.66349397590361,59.00941767068273
56.3995421686747,59.68540963855422
57.13559036144578,60.3614016064257
58.60768674698795,61.71338554216867
59.34373493975903,62.38937751004016
60.07978313253012,63.065369477911645
60.815831325301204,63.741361445783134
62.28792771084337,65.0933453815261
63.023975903614456,65.7693373493976
63.76002409638554,66.44532931726908
64.49607228915663,67.12132128514057
65.9681686746988,68.47330522088353
66.70421686746988,69.14929718875501
67.44026506024096,69.82528915662651
68.17631325301204,70.50128112449799
69.64840963855421,71.85326506024097
70.3844578313253,72.52925702811245
71.12050602409639,73.20524899598394
71.85655421686747,73.88124096385542
73.32865060240964,75.2332248995984
74.06469879518072,75.90921686746988
74.80074698795181,76.58520883534136
75.53679518072289,77.26120080321286
77.00889156626506,78.61318473895582
77.74493975903614,79.2891767068273
78.48098795180722,79.9651686746988
79.21703614457832,80.64116064257028
80.68913253012047,81.99314457831325
81.42518072289157,82.66913654618475
82.16122891566265,83.34512851405623
83.63332530120482,84.69711244979919
84.3693734939759,85.37310441767069
85.105421686747,86.04909638554217
85.84146987951807,86.72508835341365
87.31356626506025,88.07707228915663
88.04961445783132,88.75306425702811
88.7856626506024,89.4290562248996
89.5217108433735,90.1050481927711
90.99380722891566,91.45703212851406
91.72985542168675,92.13302409638554
92.46590361445783,92.80901606425704
93.20195180722891,93.48500803212852
94.59133333333334,93.53033333333333
95.24675,92.94125
95.90425,92.39375000000001
96.583,91.876
97.983,90.9
98.6975,90.486
99.412,90.072
100.18100000000001,89.7
101.7165,89.0255
102.483,88.723
103.2695,88.477
104.056,88.231
105.7232,87.85979999999999
106.54825,87.7115
107.36475,87.6005
108.19999999999999,87.519
109.9695238095238,87.44083333333333
110.94657142857142,87.4405
111.92361904761904,87.44016666666667
113.87771428571428,87.4395
114.8547619047619,87.43916666666667
115.83180952380951,87.43883333333333
116.80885714285714,87.4385
118.76295238095237,87.43783333333333
119.74,87.4375
120.71704761904762,87.43716666666667
121.69409523809523,87.43683333333334
123.64819047619048,87.43616666666667
124.62523809523809,87.43583333333333
125.60228571428571,87.4355
126.57933333333332,87.43516666666666
128.53342857142857,87.4345
129.5104761904762,87.43416666666667
130.45366666666666,87.565
131.363,87.827
130.90833333333333,87.696
131.363,87.827
131.67833333333334,88.179
131.99366666666666,88.53099999999999
132.47966666666667,89.62766666666667
132.565,90.5
132.565,91.5
132.565,92.5
132.565,94.5
132.565,95.5
132.565,96.5
132.565,98.5
132.565,99.5
132.565,100.5
132.565,101.5
132.565,103.5
132.565,104.5
132.565,105.5
132.565,106.5
132.565,108.5
132.565,109.5
132.565,110.5
132.565,111.5
132.565,113.5
132.565,114.5
132.565,115.5
132.565,116.5
132.565,118.5
132.565,119.5
132.565,120.5
132.565,121.5
132.565,123.5
132.565,124.5
132.565,125.5
132.565,126.5
132.565,128.5
132.565,129.5
132.43433333333334,130.45433333333332
132.173,131.363
132.30366666666666,130.90866666666668
132.173,131.363
131.82066666666668,131.67866666666666
131.116,132.31
130.37133333333333,132.48066666666668
129.51043902439025,132.5659756097561
128.53331707317074,132.5659268292683
126.5790731707317,132.56582926829267
125.60195121951219,132.5657804878049
124.62482926829269,132.56573170731707
123.64770731707317,132.56568292682928
121.69346341463415,132.56558536585365
120.71634146341464,132.56553658536586
119.73921951219512,132.56548780487805
118.7620975609756,132.56543902439023
116.80785365853659,132.56534146341463
115.83073170731707,132.56529268292684
114.85360975609757,132.56524390243902
113.87648780487805,132.5651951219512
111.92224390243902,132.5650975609756
110.94512195121952,132.5650487804878
109.968,132.565
109.05433333333333,132.50833333333333
107.227,132.395
106.3854,132.24980000000002
105.5438,132.1046
104.72425000000001,131.9285
103.12325000000001,131.47975
102.31375,131.20325
101.53,130.9035
100.772,130.5805
99.2608,129.81900000000002
98.506,129.419
97.8125,128.974
96.46000000000001,128.034
95.801,127.539
95.15700000000001,126.976
94.513,126.413
93.2954,125.1458
92.7186,124.484
92.1738,123.794
91.629,123.104
90.6786,121.6256
90.24133333333333,120.85566666666666
89.842,120.055
89.44266666666667,119.25433333333334
88.7858,117.618
88.481,116.794
88.25739999999999,115.9436
88.0338,115.09320000000001
87.7126,113.3666
87.573,112.499
87.5182,111.6218
87.46340000000001,110.74459999999999
87.4822,108.9884
87.513,108.11
87.6294,107.2388
87.7458,106.3676
88.104,104.6486
88.304,103.793
88.5868,102.9606
89.1922,101.3116
89.5546,100.5108
89.917,99.71
90.3554,98.948
91.26820000000001,97.4474
91.7786,96.7322
92.289,96.017
92.8666,95.35419999999999
93.91,94.189
93.792,94.303
93.851,94.246
93.91,94.189
94.08200000000001,94.37233333333333
94.168,94.464
94.8735,93.8
95.579,93.136
96.848,92.129
97.54050000000001,91.6585
98.233,91.188
98.9365,90.7835
100.4024,90.0214
101.1648,89.6638
101.926,89.3445
102.686,89.0635
104.23375,88.5855
105.0325,88.387
105.8515,88.215
106.66274999999999,88.07525000000001
108.2725,87.89
109.0815,87.842
109.97440476190476,87.81783333333333
111.92802380952381,87.81716666666667
112.90483333333333,87.81683333333334
113.88164285714286,87.8165
114.85845238095239,87.81616666666666
116.81207142857143,87.8155
117.78888095238095,87.81516666666667
118.76569047619047,87.81483333333334
119.7425,87.81450000000001
121.69611904761905,87.81383333333333
122.67292857142857,87.8135
123.64973809523809,87.81316666666667
124.62654761904761,87.81283333333334
126.58016666666666,87.81216666666667
127.55697619047618,87.81183333333334
128.5337857142857,87.81150000000001
129.51059523809522,87.81116666666668
131.247,88.202
130.415,87.94133333333333
130.83100000000002,88.07166666666667
131.247,88.202
131.78233333333336,88.89066666666666
132.05,89.235
132.188,90.0
132.188,91.0
132.188,93.0
132.188,94.0
132.188,95.0
132.188,96.0
132.188,98.0
132.188,99.0
132.188,100.0
132.188,102.0
132.188,103.0
132.188,104.0
132.188,105.0
132.188,107.0
132.188,108.0
132.188,109.0
132.188,110.0
132.188,112.0
132.188,113.0
132.188,114.0
132.188,115.0
132.188,117.0
132.188,118.0
132.188,119.0
132.188,120.0
132.188,122.0
132.188,123.0
132.188,124.0
132.188,125.0
132.188,127.0
132.188,128.0
132.188,129.0
132.188,130.0
132.12283333333332,130.208
131.9925,130.624
131.86216666666667,131.04
131.28050000000002,131.6495
130.93616666666668,131.91716666666665
130.38150000000002,132.12
129.51056097560976,132.18897560975608
127.55680487804878,132.18887804878048
126.57992682926829,132.18882926829266
125.6030487804878,132.18878048780488
124.62617073170732,132.18873170731706
122.67241463414634,132.18863414634146
121.69553658536586,132.18858536585364
120.71865853658537,132.18853658536585
119.74178048780487,132.18848780487804
117.7880243902439,132.18839024390243
116.81114634146341,132.18834146341462
115.83426829268292,132.18829268292683
114.85739024390244,132.188243902439
112.90363414634146,132.1881463414634
111.92675609756097,132.1880975609756
110.94987804878049,132.1880487804878
109.973,132.188
108.406,132.131
107.6015,132.0435
106.797,131.956
105.999,131.8095
104.39099999999999,131.4515
103.581,131.24
102.7866,130.958
101.9922,130.676
100.488,130.034
99.7515,129.66674999999998
99.01650000000001,129.26625
97.62825,128.406
96.95439999999999,127.92840000000001
96.2872,127.4132
95.62,126.898
94.424,125.804
93.8388,125.168
93.2536,124.532
92.7008,123.869
91.66,122.489
91.2088,121.7518
90.7576,121.0146
90.3434,120.2574
89.589,118.703
89.2826,117.87180000000001
88.97619999999999,117.0406
88.71419999999999,116.2068
88.279,114.534
88.1438,113.6804
88.0086,112.8268
87.9152,111.9688
87.812,110.244
87.8448,109.38
87.8776,108.516
87.9522,107.656
88.185,105.944
88.3842,105.1028
88.58340000000001,104.2616
89.103,102.6146
89.383,101.797
89.741,101.0106
90.099,100.2242
90.9278,98.709
91.361,97.961
91.86460000000001,97.2586
92.3682,96.5562
93.4744,95.23
94.044,94.58
94.49361855670102,94.84198969072165
95.20285567010309,95.54396907216494
96.62132989690721,96.94792783505154
97.33056701030928,97.64990721649484
98.03980412371133,98.35188659793815
98.7490412371134,99.05386597938144
100.16751546391752,100.45782474226804
100.87675257731959,101.15980412371134
101.58598969072165,101.86178350515463
102.29522680412371,102.56376288659794
103.71370103092784,103.96772164948453
104.42293814432989,104.66970103092784
105.13217525773196,105.37168041237113
105.84141237113403,106.07365979381443
107.25988659793815,107.47761855670103
107.9691237113402,108.17959793814433
108.67836082474227,108.88157731958763
109.38759793814432,109.58355670103093
110.80607216494846,110.98751546391753
111.51530927835051,111.68949484536083
112.22454639175258,112.39147422680412
113.6430206185567,113.79543298969072
114.35225773195876,114.49741237113402
115.06149484536083,115.19939175257733
115.7707319587629,115.90137113402062
117.18920618556702,117.30532989690722
117.89844329896907,118.00730927835052
118.60768041237114,118.70928865979381
119.31691752577319,119.41126804123712
120.73539175257733,120.81522680412371
121.44462886597938,121.51720618556702
122.15386597938145,122.21918556701031
122.86310309278352,122.92116494845361
124.28157731958763,124.32512371134021
124.9908144329897,125.0271030927835
125.70005154639176,125.7290824742268
126.40928865979382,126.43106185567011
127.82776288659795,127.83502061855671
128.537,128.537
127.53800000000001,128.53668421052632
126.539,128.53636842105263
124.54100000000001,128.53573684210528
123.542,128.5354210526316
122.543,128.5351052631579
121.544,128.5347894736842
119.546,128.53415789473684
118.547,128.53384210526318
117.548,128.5335263157895
116.549,128.5332105263158
114.551,128.53257894736842
113.55199999999999,128.53226315789473
112.553,128.53194736842107
110.555,128.5313157894737
109.556,128.531
108.64933333333333,128.47633333333334
107.749,128.38866666666667
105.97166666666666,128.082
105.096,127.86433333333333
104.228,127.615
103.38133333333333,127.303
101.725,126.587
100.93233333333333,126.155
100.15433333333334,125.693
99.391,125.201
97.976,124.108
97.30266666666667,123.49
96.65549999999999,122.85900000000001
96.048,122.1975
94.928,120.783
94.4205,120.03649999999999
93.9505,119.26599999999999
93.51849999999999,118.4735
92.7725,116.8305
92.4605,115.98349999999999
92.19,115.1225
91.9625,114.2535
91.627,112.467
91.53,111.578
91.475,110.677
91.497,108.872
91.574,107.973
91.694,107.078
91.858,106.19
92.315,104.444
92.606,103.589
92.939,102.75
93.312,101.928
94.176,100.343
94.665,99.584
95.19,98.85
95.751,98.142
96.966,96.819
97.63466666666666,96.20433333333334
98.323,95.617
99.031,95.057
100.54466666666666,94.06866666666667
101.332,93.614
102.131,93.216
102.95,92.856
104.66166666666666,92.26033333333334
105.529,92.011
106.413,91.825
107.302,91.67166666666667
109.10266666666666,91.49633333333333
110.0555,91.46884210526315
111.0545,91.46852631578946
112.0535,91.46821052631579
114.0515,91.46757894736841
115.0505,91.46726315789473
116.0495,91.46694736842105
118.0475,91.46631578947368
119.04650000000001,91.466
120.0455,91.4656842105263
121.0445,91.46536842105263
123.0425,91.46473684210525
124.0415,91.46442105263158
125.04050000000001,91.46410526315789
126.0395,91.4637894736842
128.0375,91.46315789473684
112.7195,91.46799999999999
119.04650000000001,91.466
125.3735,91.464
128.537,109.98
128.537,122.32466666666667
128.537,97.63533333333334
128.537,109.98
128.59983333333332,128.56650000000002
128.7255,128.7055
128.85116666666664,128.84449999999998
128.41735897435896,128.91384615384615
126.43079487179486,128.91323076923075
125.43751282051281,128.91292307692305
124.44423076923076,128.91261538461538
123.4509487179487,128.91230769230768
121.4643846153846,128.9116923076923
120.47110256410255,128.9113846153846
119.4778205128205,128.9110769230769
118.48453846153846,128.9107692307692
116.49797435897436,128.91015384615383
115.50469230769231,128.90984615384613
114.51141025641026,128.90953846153846
112.52484615384616,128.90892307692306
111.5315641025641,128.90861538461536
110.53828205128205,128.9083076923077
109.545,128.908
107.70366666666666,128.76266666666666
106.791,128.64
105.88966666666666,128.45066666666665
104.99633333333333,128.22866666666667
103.247,127.65533333333333
102.39566666666667,127.30566666666667
101.557,126.925
100.74833333333333,126.48366666666666
99.177,125.512
98.439,124.97
97.729,124.394
97.04433333333333,123.76533333333333
95.764,122.44550000000001
95.175,121.738
94.621,121.002
94.1035,120.24
93.18350000000001,118.6455
92.7825,117.8165
92.422,116.969
92.1035,116.10499999999999
91.595,114.33850000000001
91.41133333333333,113.43533333333333
91.254,112.52
91.098,110.691
91.087,109.77
91.12,108.849
91.199,107.931
91.489,106.113
91.7,105.216
91.955,104.331
92.252,103.459
92.973,101.764
93.394,100.945
93.854,100.147
94.353,99.373
95.461,97.901
96.067,97.208
96.703,96.549
97.38433333333333,95.923
98.808,94.753
99.56933333333333,94.23566666666667
100.35133333333333,93.74533333333333
101.154,93.282
102.809,92.506
103.677,92.18599999999999
104.55333333333334,91.89866666666667
105.438,91.644
107.24733333333333,91.29866666666666
108.16,91.176
109.08333333333333,91.12
110.04164102564103,91.09184615384615
112.02820512820513,91.09123076923076
113.02148717948718,91.09092307692308
114.01476923076923,91.09061538461539
116.00133333333333,91.09
116.99461538461539,91.0896923076923
117.98789743589742,91.08938461538462
118.98117948717947,91.08907692307692
120.96774358974358,91.08846153846153
121.96102564102563,91.08815384615384
122.95430769230768,91.08784615384616
123.94758974358973,91.08753846153846
125.93415384615383,91.08692307692307
126.92743589743588,91.08661538461538
127.92071794871794,91.08630769230768
128.914,91.086
122.45766666666665,91.088
128.914,91.086
128.914,103.682
128.914,116.27799999999999
128.914,103.682
128.914,116.27799999999999
128.914,128.874
129.03966666666665,129.013
129.291,129.291
128.3031,129.29075
127.3152,129.2905
126.3273,129.29025
124.3515,129.28975
123.36359999999999,129.2895
122.3757,129.28925
121.3878,129.289
119.412,129.2885
118.4241,129.28825
117.4362,129.288
115.46039999999999,129.2875
114.4725,129.28725
113.4846,129.287
112.4967,129.28675
110.5209,129.28625
109.533,129.286
108.593,129.22866666666667
107.65766666666667,129.137
105.80766666666666,128.81833333333333
104.89633333333333,128.592
103.993,128.332
103.11166666666666,128.00733333333332
101.388,127.262
100.56333333333333,126.81266666666666
99.755,126.333
98.963,125.823
97.482,124.679
96.78666666666666,124.04033333333334
96.114,123.384
95.48,122.6935
94.3145,121.22149999999999
93.78649999999999,120.4445
93.2975,119.643
92.848,118.81800000000001
92.0715,117.10849999999999
91.7465,116.227
91.465,115.3305
91.04066666666667,113.50366666666666
90.88,112.573
90.778,111.642
90.721,110.705
90.744,108.826
90.824,107.89
90.949,106.959
91.12,106.035
91.595,104.218
91.898,103.328
92.245,102.455
92.633,101.6
93.532,99.95
94.041,99.161
94.588,98.397
95.171,97.66
96.439,96.279
97.133,95.64166666666667
97.848,95.03166666666667
98.584,94.449
100.15833333333333,93.42133333333334
100.975,92.95
101.811,92.533
102.668,92.156
104.44433333333333,91.53800000000001
105.347,91.278
106.267,91.08533333333334
107.19233333333334,90.926
109.063,90.74266666666666
110.02695,90.713875
111.01485,90.713625
112.99065,90.713125
113.97855,90.712875
114.96645,90.712625
115.95435,90.712375
117.93015,90.711875
118.91805,90.711625
119.90595,90.711375
120.89385,90.711125
122.86965,90.71062500000001
123.85755,90.710375
124.84545,90.710125
125.83335,90.709875
127.80914999999999,90.70937500000001
128.79705,90.709125
112.826,90.71316666666667
119.412,90.7115
129.291,97.13266666666667
129.291,109.98
129.291,122.82733333333334
129.291,97.13266666666667
129.291,122.82733333333334
129.35733333333332,129.32416666666666
129.49,129.47050000000002
129.62266666666665,129.61683333333332
128.21329268292683,129.68956097560977
127.22948780487805,129.68926829268293
126.24568292682926,129.68897560975608
125.26187804878049,129.68868292682927
123.29426829268291,129.68809756097562
122.31046341463414,129.68780487804878
121.32665853658536,129.68751219512194
119.3590487804878,129.6869268292683
118.37524390243902,129.68663414634145
117.39143902439024,129.68634146341464
116.40763414634146,129.6860487804878
114.4400243902439,129.68546341463414
113.45621951219512,129.6851707317073
112.47241463414633,129.6848780487805
111.48860975609756,129.68458536585365
109.521,129.684
108.563,129.626
107.60900000000001,129.53266666666667
106.659,129.404
104.79033333333334,128.97633333333334
103.869,128.711
102.96966666666667,128.37966666666668
102.08333333333333,128.01566666666668
100.368,127.16033333333333
99.54366666666667,126.67099999999999
98.737,126.151
97.965,125.584
96.51466666666667,124.331
95.82849999999999,123.66149999999999
95.1805,122.95599999999999
94.56700000000001,122.219
93.4515,120.66
92.95249999999999,119.84200000000001
92.4935,119.0005
91.701,117.255
91.3695,116.3555
91.08250000000001,115.441
90.84,114.51400000000001
90.486,112.628
90.381,111.676
90.322,110.719
90.311,109.76
90.427,107.846
90.556,106.896
90.73,105.953
90.95,105.02
91.524,103.191
91.878,102.299
92.274,101.426
92.713,100.573
93.711,98.937
94.269,98.157
94.865,97.405
95.496,96.683
96.86766666666666,95.34466666666667
97.59666666666666,94.72233333333332
98.348,94.127
99.14133333333334,93.58833333333334
100.787,92.598
101.642,92.172
102.518,91.787
103.41866666666667,91.455
105.251,90.891
106.18966666666667,90.69433333333333
107.134,90.53166666666667
109.042,90.345
110.01290243902439,90.31585365853658
110.99670731707317,90.31556097560976
111.98051219512195,90.31526829268293
113.9481219512195,90.31468292682928
114.93192682926829,90.31439024390244
115.91573170731706,90.31409756097561
116.89953658536585,90.31380487804878
118.86714634146341,90.31321951219512
119.8509512195122,90.31292682926829
120.83475609756097,90.31263414634147
121.81856097560976,90.31234146341464
123.78617073170732,90.31175609756097
124.76997560975609,90.31146341463415
125.75378048780487,90.31117073170732
126.73758536585365,90.3108780487805
128.70519512195122,90.31029268292683
129.689,90.31
116.24366666666667,90.31400000000001
122.96633333333332,90.312
129.689,103.42333333333333
129.689,116.53666666666668
129.689,129.65
128.94512698412697,128.98666666666668
127.45738095238094,127.66000000000001
126.71350793650794,126.99666666666667
125.96963492063492,126.33333333333334
124.48188888888889,125.00666666666667
123.73801587301587,124.34333333333333
122.99414285714285,123.68
122.25026984126984,123.01666666666667
120.76252380952381,121.69
120.01865079365079,121.02666666666667
119.27477777777777,120.36333333333333
118.53090476190476,119.7
117.04315873015872,118.37333333333333
116.29928571428572,117.71
115.5554126984127,117.04666666666667
114.81153968253969,116.38333333333333
113.32379365079365,115.05666666666667
112.57992063492064,114.39333333333333
111.83604761904762,113.72999999999999
111.09217460317461,113.06666666666666
109.60442857142857,111.74
108.86055555555556,111.07666666666667
108.11668253968254,110.41333333333333
107.37280952380954,109.75
106.3755,108.458
106.63,107.939
107.045,107.4
107.555,106.899
108.5535,106.331
109.253,106.113
109.796,106.047
110.385,106.058
111.899,106.527
112.397,106.847
112.848,107.264
113.6035,108.41499999999999
113.852,109.19
113.946,109.8865
113.899,110.565
113.3515,112.065
112.85499999999999,112.71000000000001
112.335,113.18350000000001
111.7495,113.53049999999999
110.31700000000001,113.93549999999999
109.637,113.924
108.86099999999999,113.769
108.22399999999999,113.5215
107.34049999999999,112.91900000000001
106.87899999999999,112.4
106.479,111.768
106.191,111.079
106.051,109.862
106.13499999999999,109.189
106.243,108.792
106.20833333333333,108.87866666666666
106.243,108.792
106.36399999999999,108.82366666666667
106.485,108.85533333333333
106.606,108.887
107.119,107.867
107.597,107.343
108.011,107.018
108.474,106.755
109.5695,106.45400000000001
110.1035,106.428
110.7125,106.5065
111.962,107.01400000000001
112.3835,107.345
112.822,107.795
113.125,108.25
113.565,109.656
113.579,110.182
113.471,110.883
113.216,111.577
112.308,112.739
111.883,113.049
111.245,113.358
110.528,113.543
109.297,113.513
108.591,113.294
107.943,112.933
107.383,112.447
106.673,111.309
106.50399999999999,110.7345
106.43799999999999,110.1645
106.448,109.534
106.56516666666667,108.98649999999999
106.5755,108.9615
106.58583333333333,108.93650000000001
106.651,108.9405
106.89099999999999,109.0065
107.068,108.7435
107.32300000000001,108.2505
108.07249999999999,107.4485
108.712,107.063
109.23,106.888
109.873,106.797
110.976,106.946
111.584,107.213
112.008,107.498
112.434,107.914
113.067,109.069
113.193,109.72
113.2,110.231
113.099,110.818
112.508,111.996
112.044,112.47
111.628,112.765
111.087,113.016
109.942,113.208
109.343,113.138
108.712,112.937
108.135,112.609
107.243,111.638
107.018,111.157
106.805,110.273
106.805,109.728
106.93016666666666,109.07333333333332
106.9325,109.068
106.93483333333334,109.06266666666667
106.99866666666668,109.08183333333334
107.24933333333334,109.16916666666667
107.319,109.158
107.55,108.624
108.493,107.628
109.0995,107.35300000000001
109.6395,107.229
110.354,107.213
111.417,107.575
111.95949999999999,108.006
112.31700000000001,108.4385
112.588,108.94800000000001
112.801,110.211
112.707,110.75
112.495,111.29
112.177,111.775
111.1685,112.5395
110.6375,112.7205
109.925,112.807
109.389,112.742
108.338,112.266
107.907,111.875
107.567,111.406
107.33,110.875
107.203,109.728
107.304,109.23
108.05796296296296,108.57614814814815
108.81192592592593,107.9222962962963
110.31985185185185,106.6145925925926
111.07381481481482,105.96074074074075
111.82777777777778,105.30688888888889
112.58174074074074,104.65303703703704
114.08966666666667,103.34533333333333
114.84362962962963,102.69148148148147
115.59759259259259,102.03762962962963
117.10551851851852,100.72992592592593
117.85948148148148,100.07607407407407
118.61344444444444,99.42222222222222
119.36740740740741,98.76837037037036
120.87533333333333,97.46066666666667
121.6292962962963,96.80681481481481
122.38325925925926,96.15296296296296
123.13722222222222,95.4991111111111
124.64514814814815,94.1914074074074
125.39911111111111,93.53755555555554
126.15307407407408,92.8837037037037
126.90703703703704,92.22985185185185
128.254,92.169
127.85866666666666,91.77366666666666
128.05633333333333,91.97133333333333
128.254,92.169
128.254,92.525
128.254,92.703
128.254,92.347
128.254,92.525
127.93499999999999,92.384
127.616,92.065
127.297,91.746
127.93499999999999,92.384
127.297,91.746
127.11933333333333,91.746
126.94166666666666,91.746
127.11933333333333,91.746
126.94166666666666,91.746
126.764,91.746
127.26066666666667,92.243
128.254,93.237
127.26066666666667,92.243
127.75733333333332,92.74
128.254,93.237
128.254,93.59233333333333
128.254,93.77
128.254,93.41466666666666
128.254,93.59233333333333
127.57933333333332,93.09566666666666
126.90466666666667,92.42133333333334
126.23,91.747
127.57933333333332,93.09566666666666
126.23,91.747
126.05233333333334,91.747
125.87466666666667,91.747
125.697,91.747
125.87466666666667,91.747
125.697,91.747
126.54933333333334,92.59933333333333
127.40166666666666,93.45166666666667
126.54933333333334,92.59933333333333
127.40166666666666,93.45166666666667
128.254,94.304
128.254,94.48166666666667
128.254,94.837
128.254,94.48166666666667
128.254,94.65933333333334
127.22366666666666,93.807
126.19333333333333,92.777
125.163,91.747
127.22366666666666,93.807
125.163,91.747
124.98533333333333,91.747
124.80766666666666,91.747
124.63,91.747
124.80766666666666,91.747
124.63,91.747
125.838,92.955
127.04599999999999,94.163
125.838,92.955
127.04599999999999,94.163
128.254,95.371
128.254,95.54899999999999
128.254,95.905
128.254,95.54899999999999
128.254,95.727
128.254,95.905
125.482,93.133
124.096,91.747
126.868,94.519
125.482,93.133
123.91833333333334,91.747
123.74066666666667,91.747
123.563,91.747
123.91833333333334,91.747
123.563,91.747
125.12666666666667,93.31066666666666
126.69033333333333,94.87433333333334
125.12666666666667,93.31066666666666
126.69033333333333,94.87433333333334
128.254,96.438
128.254,96.616
128.254,96.972
128.254,96.616
128.254,96.794
128.254,96.972
124.77066666666666,93.48866666666666
123.029,91.747
126.51233333333333,95.23033333333333
124.77066666666666,93.48866666666666
122.85133333333333,91.74733333333333
122.67366666666666,91.74766666666667
122.496,91.748
122.85133333333333,91.74733333333333
122.496,91.748
124.41533333333332,93.667
126.33466666666666,95.586
128.254,97.505
126.33466666666666,95.586
128.254,97.505
128.254,97.68299999999999
128.254,97.861
128.254,97.68299999999999
128.254,97.861
128.254,98.039
124.05933333333333,93.845
121.962,91.748
126.15666666666667,95.94200000000001
124.05933333333333,93.845
121.78433333333334,91.748
121.60666666666667,91.748
121.429,91.748
121.78433333333334,91.748
121.429,91.748
123.704,94.023
125.979,96.298
128.254,98.573
125.979,96.298
128.254,98.573
128.254,98.75066666666666
128.254,98.92833333333333
128.254,98.75066666666666
128.254,98.92833333333333
128.254,99.106
125.80133333333333,96.65333333333334
120.896,91.748
125.80133333333333,96.65333333333334
123.34866666666666,94.20066666666666
120.896,91.748
120.53999999999999,91.748
120.362,91.748
120.718,91.748
120.53999999999999,91.748
122.99266666666666,94.37866666666667
125.62333333333332,97.00933333333333
128.254,99.64
125.62333333333332,97.00933333333333
